,hgnc.symbol,bin.id
TANC2,TANC2,16900
DNAJB6P8,DNAJB6P8,16901
CYB561,CYB561,16903
PPIAP55,PPIAP55,16903
ACE,ACE,16903
ACE3P,ACE3P,16904
KCNH6,KCNH6,16904
DCAF7,DCAF7,16904
RNU6-288P,RNU6-288P,16904
TACO1,TACO1,16904
FAM136DP,FAM136DP,16904
MAP3K3,MAP3K3,16904
EEF1DP7,EEF1DP7,16904
STRADA,STRADA,16905
LIMD2,LIMD2,16905
CCDC47,CCDC47,16905
DDX42,DDX42,16905
FTSJ3,FTSJ3,16906
PSMC5,PSMC5,16906
SMARCD2,SMARCD2,16906
TCAM1P,TCAM1P,16906
CSH2,CSH2,16906
GH2,GH2,16906
CSH1,CSH1,16906
CSHL1,CSHL1,16906
GH1,GH1,16906
CD79B,CD79B,16906
SCN4A,SCN4A,16907
PRR29-AS1,PRR29-AS1,16907
PRR29,PRR29,16907
ICAM2,ICAM2,16907
ERN1,ERN1,16907
SNHG25,SNHG25,16908
SNORD104,SNORD104,16908
SNORA50C,SNORA50C,16908
TEX2,TEX2,16908
RPL31P57,RPL31P57,16909
PECAM1,PECAM1,16909
MILR1,MILR1,16910
POLG2,POLG2,16910
ATP5MFP4,ATP5MFP4,16911
DDX5,DDX5,16911
MIR3064,MIR3064,16911
MIR5047,MIR5047,16911
CEP95,CEP95,16911
SMURF2,SMURF2,16911
MICOS10P2,MICOS10P2,16912
ARHGAP27P1-BPTFP1-KPNA2P3,ARHGAP27P1-BPTFP1-KPNA2P3,16912
KPNA2P3,KPNA2P3,16912
BPTFP1,BPTFP1,16913
MIR6080,MIR6080,16913
PLEKHM1P1,PLEKHM1P1,16913
MIR4315-2,MIR4315-2,16913
RNU7-115P,RNU7-115P,16913
LRRC37A3,LRRC37A3,16913
RN7SL404P,RN7SL404P,16913
RDM1P4,RDM1P4,16913
SLC16A6P1,SLC16A6P1,16913
AMZ2P1,AMZ2P1,16913
GNA13,GNA13,16914
RGS9,RGS9,16914
LINC02563,LINC02563,16917
AXIN2,AXIN2,16917
CEP112,CEP112,16918
PSMD7P1,PSMD7P1,16922
APOH,APOH,16922
RNA5SP444,RNA5SP444,16923
PRKCA,PRKCA,16923
RN7SL735P,RN7SL735P,16923
PRKCA-AS1,PRKCA-AS1,16924
RNU6-928P,RNU6-928P,16925
RNA5SP445,RNA5SP445,16925
MIR634,MIR634,16927
CACNG5,CACNG5,16927
RNA5SP446,RNA5SP446,16927
CACNG4,CACNG4,16928
CACNG1,CACNG1,16928
HELZ,HELZ,16929
RPL36AP48,RPL36AP48,16930
HELZ-AS1,HELZ-AS1,16930
RNA5SP447,RNA5SP447,16930
PSMD12,PSMD12,16931
PITPNC1,PITPNC1,16931
RN7SL756P,RN7SL756P,16931
MIR548D2,MIR548D2,16932
MIR548AA2,MIR548AA2,16932
NOL11,NOL11,16933
SNORA38B,SNORA38B,16934
RPSAP67,RPSAP67,16934
RPL17P41,RPL17P41,16934
BPTF,BPTF,16934
RN7SL622P,RN7SL622P,16935
C17orf58,C17orf58,16935
KPNA2,KPNA2,16936
FBXO36P1,FBXO36P1,16936
LINC00674,LINC00674,16936
LRRC37A16P,LRRC37A16P,16936
SH3GL1P3,SH3GL1P3,16936
RDM1P3,RDM1P3,16936
ARHGAP27P2,ARHGAP27P2,16937
AMZ2,AMZ2,16937
ARSG,ARSG,16937
SLC16A6,SLC16A6,16937
WIPI1,WIPI1,16938
MIR635,MIR635,16938
PRKAR1A,PRKAR1A,16939
FAM20A,FAM20A,16939
LINC01482,LINC01482,16940
ABCA8,ABCA8,16942
ABCA9-AS1,ABCA9-AS1,16942
ABCA9,ABCA9,16942
ABCA6,ABCA6,16943
SEC24AP1,SEC24AP1,16943
MIR4524B,MIR4524B,16943
MIR4524A,MIR4524A,16943
ABCA10,ABCA10,16944
ABCA5,ABCA5,16944
SNRPGP4,SNRPGP4,16945
MAP2K6,MAP2K6,16946
LINC01483,LINC01483,16947
LINC01497,LINC01497,16949
LINC01028,LINC01028,16950
KCNJ16,KCNJ16,16950
KCNJ2-AS1,KCNJ2-AS1,16951
KCNJ2,KCNJ2,16951
CALM2P1,CALM2P1,16952
CASC17,CASC17,16958
RNU7-155P,RNU7-155P,16959
MYL6P5,MYL6P5,16961
ROCR,ROCR,16964
LINC01152,LINC01152,16964
SOX9-AS1,SOX9-AS1,16965
LINC02097,LINC02097,16965
SOX9,SOX9,16965
LINC00511,LINC00511,16966
LINC02003,LINC02003,16967
RPL32P33,RPL32P33,16969
SLC39A11,SLC39A11,16969
RN7SKP180,RN7SKP180,16969
ATG12P1,ATG12P1,16972
POLR3KP2,POLR3KP2,16973
SSTR2,SSTR2,16973
COG1,COG1,16973
FAM104A,FAM104A,16973
C17orf80,C17orf80,16973
CPSF4L,CPSF4L,16973
CDC42EP4,CDC42EP4,16974
SDK2,SDK2,16974
LINC00469,LINC00469,16977
LINC02092,LINC02092,16977
LINC02074,LINC02074,16979
RPL38,RPL38,16980
TTYH2,TTYH2,16980
DNAI2,DNAI2,16981
KIF19,KIF19,16981
BTBD17,BTBD17,16981
GPR142,GPR142,16982
RNA5SP448,RNA5SP448,16982
GPRC5C,GPRC5C,16982
CD300A,CD300A,16982
CD300LB,CD300LB,16983
CD300C,CD300C,16983
CD300H,CD300H,16983
CD300LD,CD300LD,16983
CD300LD-AS1,CD300LD-AS1,16983
CD300E,CD300E,16983
RAB37,RAB37,16984
CD300LF,CD300LF,16984
SLC9A3R1-AS1,SLC9A3R1-AS1,16984
MIR3615,MIR3615,16984
SLC9A3R1,SLC9A3R1,16984
NAT9,NAT9,16984
TMEM104,TMEM104,16985
GRIN2C,GRIN2C,16985
FDXR,FDXR,16985
FADS6,FADS6,16985
USH1G,USH1G,16986
OTOP2,OTOP2,16986
OTOP3,OTOP3,16986
HID1,HID1,16986
HID1-AS1,HID1-AS1,16986
CDR2L,CDR2L,16986
MRPL58,MRPL58,16986
RNU6-362P,RNU6-362P,16986
KCTD2,KCTD2,16986
ATP5PD,ATP5PD,16986
RN7SL573P,RN7SL573P,16986
TRIM80P,TRIM80P,16987
SLC16A5,SLC16A5,16987
ARMC7,ARMC7,16987
NT5C,NT5C,16987
JPT1,JPT1,16987
SUMO2,SUMO2,16987
NUP85,NUP85,16988
GGA3,GGA3,16988
MRPS7,MRPS7,16988
MIF4GD,MIF4GD,16988
MIF4GD-DT,MIF4GD-DT,16988
SLC25A19,SLC25A19,16988
GRB2,GRB2,16988
RPL36AP7,RPL36AP7,16989
MIR3678,MIR3678,16989
RNU6-938P,RNU6-938P,16989
TMEM94,TMEM94,16989
MIR6785,MIR6785,16990
CASKIN2,CASKIN2,16990
TSEN54,TSEN54,16990
LLGL2,LLGL2,16990
MYO15B,MYO15B,16990
RECQL5,RECQL5,16991
SMIM5,SMIM5,16991
SMIM6,SMIM6,16991
SAP30BP,SAP30BP,16991
ITGB4,ITGB4,16991
GALK1,GALK1,16992
H3-3B,H3-3B,16992
MIR4738,MIR4738,16992
UNK,UNK,16992
UNC13D,UNC13D,16992
WBP2,WBP2,16992
TRIM47,TRIM47,16993
TRIM65,TRIM65,16993
MRPL38,MRPL38,16993
FBF1,FBF1,16993
ACOX1,ACOX1,16993
TEN1-CDK3,TEN1-CDK3,16993
TEN1,TEN1,16993
CDK3,CDK3,16993
EVPL,EVPL,16993
SRP68,SRP68,16994
ZACN,ZACN,16994
GALR2,GALR2,16994
EXOC7,EXOC7,16994
MIR6868,MIR6868,16994
FOXJ1,FOXJ1,16994
RNF157-AS1,RNF157-AS1,16994
RNF157,RNF157,16994
ATP5MGP6,ATP5MGP6,16995
ATF4P3,ATF4P3,16995
UBALD2,UBALD2,16995
QRICH2,QRICH2,16995
PRPSAP1,PRPSAP1,16996
RNU6-24P,RNU6-24P,16996
SPHK1,SPHK1,16996
UBE2O,UBE2O,16996
RPL7P49,RPL7P49,16997
AANAT,AANAT,16997
RHBDF2,RHBDF2,16997
CYGB,CYGB,16997
PRCD,PRCD,16997
SNHG16,SNHG16,16998
SNORD1C,SNORD1C,16998
SNORD1B,SNORD1B,16998
SNORD1A,SNORD1A,16998
ST6GALNAC2,ST6GALNAC2,16998
ST6GALNAC1,ST6GALNAC1,16998
RNU6-227P,RNU6-227P,16998
MXRA7,MXRA7,16998
RNY4P36,RNY4P36,16999
JMJD6,JMJD6,16999
METTL23,METTL23,16999
SRSF2,SRSF2,16999
MFSD11,MFSD11,16999
MIR636,MIR636,16999
RNU6-97P,RNU6-97P,16999
LINC02080,LINC02080,16999
LINC00868,LINC00868,17000
MGAT5B,MGAT5B,17000
SNHG20,SNHG20,17001
SEC14L1,SEC14L1,17001
SCARNA16,SCARNA16,17001
MIR6516,MIR6516,17001
RNU4-47P,RNU4-47P,17002
CYCSP40,CYCSP40,17002
SEPTIN9-DT,SEPTIN9-DT,17003
SEPTIN9,SEPTIN9,17003
MIR4316,MIR4316,17004
LINC01987,LINC01987,17006
LINC01973,LINC01973,17007
RNU1-80P,RNU1-80P,17007
TNRC6C,TNRC6C,17008
UBE2V2P2,UBE2V2P2,17008
RNU6-625P,RNU6-625P,17008
TMC6,TMC6,17009
TMC8,TMC8,17009
C17orf99,C17orf99,17009
EIF5AP2,EIF5AP2,17009
SYNGR2,SYNGR2,17009
TK1,TK1,17009
AFMID,AFMID,17009
BIRC5,BIRC5,17010
TMEM235,TMEM235,17010
THA1P,THA1P,17010
LINC01993,LINC01993,17010
SOCS3,SOCS3,17011
SOCS3-DT,SOCS3-DT,17011
RN7SL236P,RN7SL236P,17011
PGS1,PGS1,17011
DNAH17,DNAH17,17011
DNAH17-AS1,DNAH17-AS1,17012
RN7SL454P,RN7SL454P,17012
SCAT1,SCAT1,17012
CYTH1,CYTH1,17013
RNU6-638P,RNU6-638P,17013
USP36,USP36,17014
RPL9P29,RPL9P29,17014
TIMP2,TIMP2,17014
CEP295NL,CEP295NL,17014
LGALS3BP,LGALS3BP,17015
CANT1,CANT1,17015
C1QTNF1-AS1,C1QTNF1-AS1,17015
C1QTNF1,C1QTNF1,17015
ENGASE,ENGASE,17016
RBFOX3,RBFOX3,17016
MIR4739,MIR4739,17020
LINC02078,LINC02078,17020
ENPP7,ENPP7,17021
CBX2,CBX2,17021
CBX8,CBX8,17021
LINC01977,LINC01977,17021
CBX4,CBX4,17021
LINC01979,LINC01979,17022
LINC01978,LINC01978,17022
TBC1D16,TBC1D16,17022
CCDC40,CCDC40,17023
MIR1268B,MIR1268B,17023
GAA,GAA,17023
EIF4A3,EIF4A3,17024
CARD14,CARD14,17024
SGSH,SGSH,17024
SLC26A11,SLC26A11,17024
RNF213,RNF213,17025
RNF213-AS1,RNF213-AS1,17025
ENDOV,ENDOV,17026
MIR4730,MIR4730,17026
NPTX1,NPTX1,17026
RPL32P31,RPL32P31,17027
RPTOR,RPTOR,17027
RPL31P7,RPL31P7,17027
RPL12P37,RPL12P37,17030
CHMP6,CHMP6,17030
BAIAP2-DT,BAIAP2-DT,17030
BAIAP2,BAIAP2,17030
AATK,AATK,17031
MIR657,MIR657,17031
MIR3065,MIR3065,17031
MIR338,MIR338,17031
MIR1250,MIR1250,17031
PVALEF,PVALEF,17031
CEP131,CEP131,17031
TEPSIN,TEPSIN,17032
NDUFAF8,NDUFAF8,17032
SLC38A10,SLC38A10,17032
LINC00482,LINC00482,17032
TMEM105,TMEM105,17032
RENO1,RENO1,17032
LINC03048,LINC03048,17033
BAHCC1,BAHCC1,17033
MIR4740,MIR4740,17033
MIR3186,MIR3186,17033
LINC01971,LINC01971,17033
ACTG1,ACTG1,17034
FSCN2,FSCN2,17034
FAAP100,FAAP100,17034
NPLOC4,NPLOC4,17034
TSPAN10,TSPAN10,17035
PDE6G,PDE6G,17035
OXLD1,OXLD1,17035
CCDC137,CCDC137,17035
ARL16,ARL16,17035
HGS,HGS,17035
MIR6786,MIR6786,17035
MRPL12,MRPL12,17035
SLC25A10,SLC25A10,17035
GCGR,GCGR,17035
MCRIP1,MCRIP1,17035
PPP1R27,PPP1R27,17036
P4HB,P4HB,17036
ARHGDIA,ARHGDIA,17036
ALYREF,ALYREF,17036
ANAPC11,ANAPC11,17036
NPB,NPB,17036
PCYT2,PCYT2,17036
SIRT7,SIRT7,17036
MAFG,MAFG,17036
MILIP,MILIP,17036
PYCR1,PYCR1,17036
MYADML2,MYADML2,17036
NOTUM,NOTUM,17036
ASPSCR1,ASPSCR1,17037
CENPX,CENPX,17037
LRRC45,LRRC45,17037
RAC3,RAC3,17037
DCXR,DCXR,17037
DCXR-DT,DCXR-DT,17037
RFNG,RFNG,17037
GPS1,GPS1,17037
DUS1L,DUS1L,17037
FASN,FASN,17037
CCDC57,CCDC57,17038
SLC16A3,SLC16A3,17038
MIR6787,MIR6787,17038
CSNK1D,CSNK1D,17039
LINC01970,LINC01970,17039
CD7,CD7,17039
SECTM1,SECTM1,17039
TEX19,TEX19,17039
UTS2R,UTS2R,17039
OGFOD3,OGFOD3,17040
HEXD,HEXD,17040
HEXD-IT1,HEXD-IT1,17040
CYBC1,CYBC1,17040
NARF-AS2,NARF-AS2,17040
NARF,NARF,17040
NARF-AS1,NARF-AS1,17040
NARF-IT1,NARF-IT1,17040
FOXK2,FOXK2,17041
WDR45B,WDR45B,17041
RAB40B,RAB40B,17042
MIR4525,MIR4525,17042
FN3KRP,FN3KRP,17042
FN3K,FN3K,17042
TBCD,TBCD,17042
ZNF750,ZNF750,17043
B3GNTL1,B3GNTL1,17044
METRNL,METRNL,17045
RPL23AP87,RPL23AP87,17045
LINC02564,LINC02564,17046
TUBB8B,TUBB8B,17046
IL9RP4,IL9RP4,17046
MIR8078,MIR8078,17046
ROCK1P1,ROCK1P1,17046
USP14,USP14,17046
THOC1,THOC1,17046
THOC1-DT,THOC1-DT,17047
COLEC12,COLEC12,17047
LINC01925,LINC01925,17048
CETN1,CETN1,17049
RN7SKP146,RN7SKP146,17049
CLUL1,CLUL1,17049
TYMSOS,TYMSOS,17049
TYMS,TYMS,17050
ENOSF1,ENOSF1,17050
YES1,YES1,17050
RNU1-109P,RNU1-109P,17051
BOLA2P1,BOLA2P1,17051
ADCYAP1,ADCYAP1,17051
LINC01904,LINC01904,17051
SLC25A3P3,SLC25A3P3,17053
COX6CP3,COX6CP3,17053
LINC00470,LINC00470,17054
RN7SKP72,RN7SKP72,17054
AIDAP3,AIDAP3,17059
METTL4,METTL4,17063
NDC80,NDC80,17063
KATNBL1P3,KATNBL1P3,17063
RNU6-340P,RNU6-340P,17064
CBX3P2,CBX3P2,17064
SMCHD1,SMCHD1,17064
EMILIN2,EMILIN2,17065
LPIN2,LPIN2,17065
CHORDC1P4,CHORDC1P4,17066
SNRPCP4,SNRPCP4,17066
MYOM1,MYOM1,17067
RNU7-25P,RNU7-25P,17067
MYL12A,MYL12A,17068
MYL12-AS1,MYL12-AS1,17068
MYL12B,MYL12B,17068
LINC01895,LINC01895,17069
RPL31P59,RPL31P59,17069
IGLJCOR18,IGLJCOR18,17069
RPL21P127,RPL21P127,17069
TGIF1,TGIF1,17069
BOD1P1,BOD1P1,17069
GAPLINC,GAPLINC,17070
DLGAP1,DLGAP1,17070
RN7SL39P,RN7SL39P,17070
DLGAP1-AS1,DLGAP1-AS1,17071
DLGAP1-AS2,DLGAP1-AS2,17071
DLGAP1-AS3,DLGAP1-AS3,17073
MIR6718,MIR6718,17073
RNU6-831P,RNU6-831P,17073
DLGAP1-AS4,DLGAP1-AS4,17073
GAPDHP66,GAPDHP66,17073
DLGAP1-AS5,DLGAP1-AS5,17075
ELOCP27,ELOCP27,17077
PPIAP14,PPIAP14,17081
LINC01892,LINC01892,17081
BOD1P2,BOD1P2,17082
AKAIN1,AKAIN1,17082
LINC00526,LINC00526,17082
LINC00667,LINC00667,17082
ZBTB14,ZBTB14,17083
LINC02974,LINC02974,17083
EPB41L3,EPB41L3,17084
MIR3976HG,MIR3976HG,17086
MIR3976,MIR3976,17087
TMEM200C,TMEM200C,17087
L3MBTL4,L3MBTL4,17088
RNU5F-3P,RNU5F-3P,17088
L3MBTL4-AS1,L3MBTL4-AS1,17090
MIR4317,MIR4317,17091
RNU6-349P,RNU6-349P,17091
RPL6P27,RPL6P27,17091
LINC01387,LINC01387,17092
RN7SL282P,RN7SL282P,17092
ARHGAP28-AS1,ARHGAP28-AS1,17093
ARHGAP28,ARHGAP28,17093
LINC00668,LINC00668,17095
SCML2P1,SCML2P1,17095
RNU6-916P,RNU6-916P,17095
LAMA1,LAMA1,17095
SLC25A51P2,SLC25A51P2,17096
LRRC30,LRRC30,17097
PTPRM,PTPRM,17099
COP1P1,COP1P1,17105
RN7SL50P,RN7SL50P,17106
THEMIS3P,THEMIS3P,17106
AKR1B1P6,AKR1B1P6,17106
RAB12,RAB12,17107
TOMM20P3,TOMM20P3,17107
GACAT2,GACAT2,17107
MTCL1,MTCL1,17107
RPS4XP19,RPS4XP19,17110
NDUFV2,NDUFV2,17110
NDUFV2-AS1,NDUFV2-AS1,17110
ANKRD12,ANKRD12,17111
TWSG1-DT,TWSG1-DT,17112
TWSG1,TWSG1,17112
RALBP1,RALBP1,17113
RNU2-27P,RNU2-27P,17113
PPP4R1,PPP4R1,17114
PPP4R1-AS1,PPP4R1-AS1,17114
RNU6-903P,RNU6-903P,17114
LINC02856,LINC02856,17114
KRT18P8,KRT18P8,17114
RAB31,RAB31,17115
ZNF415P1,ZNF415P1,17115
RN7SL862P,RN7SL862P,17116
RNA5SP449,RNA5SP449,17116
PIGPP4,PIGPP4,17116
TXNDC2,TXNDC2,17116
VAPA,VAPA,17116
RNA5SP450,RNA5SP450,17116
LINC01254,LINC01254,17120
APCDD1,APCDD1,17120
NAPG,NAPG,17121
LINC01887,LINC01887,17121
MIX23P1,MIX23P1,17121
PMM2P1,PMM2P1,17121
PIEZO2,PIEZO2,17121
KIAA0895LP1,KIAA0895LP1,17122
MIR6788,MIR6788,17122
LINC01928,LINC01928,17127
LINC01255,LINC01255,17127
SLC35G4,SLC35G4,17128
NPIPB1P,NPIPB1P,17128
MIR7153,MIR7153,17128
GNAL,GNAL,17129
ASNSP6,ASNSP6,17129
CHMP1B,CHMP1B,17130
CHMP1B-AS1,CHMP1B-AS1,17130
MPPE1,MPPE1,17130
IMPA2,IMPA2,17131
LINC02979,LINC02979,17131
ADGRA3P1,ADGRA3P1,17131
ANKRD62,ANKRD62,17132
RNU6-324P,RNU6-324P,17132
SDHDP1,SDHDP1,17132
PMM2P2,PMM2P2,17132
MIX23P3,MIX23P3,17132
PPIAP56,PPIAP56,17132
CIDEA,CIDEA,17132
RNU6-170P,RNU6-170P,17133
TUBB6,TUBB6,17133
AFG3L2,AFG3L2,17133
RNU7-129P,RNU7-129P,17134
PRELID3A,PRELID3A,17134
SPIRE1,SPIRE1,17134
PSMG2,PSMG2,17135
CEP76,CEP76,17135
LINC01882,LINC01882,17136
PTPN2,PTPN2,17136
STK25P1,STK25P1,17137
EIF4A2P1,EIF4A2P1,17137
SEH1L,SEH1L,17138
CEP192-DT,CEP192-DT,17138
CEP192,CEP192,17138
LDLRAD4,LDLRAD4,17139
C18orf15,C18orf15,17140
LDLRAD4-AS1,LDLRAD4-AS1,17141
MIR5190,MIR5190,17141
MIR4526,MIR4526,17142
FAM210A,FAM210A,17143
RN7SL362P,RN7SL362P,17143
RNMT,RNMT,17143
MC5R,MC5R,17144
MC2R,MC2R,17144
RPL36AP49,RPL36AP49,17145
ZNF519,ZNF519,17146
FRG2LP,FRG2LP,17146
NF1P5,NF1P5,17146
ANKRD20A5P,ANKRD20A5P,17146
RNU6-316P,RNU6-316P,17146
RHOT1P1,RHOT1P1,17146
CYP4F35P,CYP4F35P,17147
TERF1P2,TERF1P2,17147
FEM1AP2,FEM1AP2,17147
LONRF2P1,LONRF2P1,17147
CXADRP3,CXADRP3,17148
GRAMD4P7,GRAMD4P7,17148
POTEC,POTEC,17148
RNU6-1021P,RNU6-1021P,17148
OR4K7P,OR4K7P,17148
OR4K8P,OR4K8P,17148
SNX19P3,SNX19P3,17148
VN1R74P,VN1R74P,17148
GTF2IP8,GTF2IP8,17148
ANKRD30B,ANKRD30B,17148
RNU6-1210P,RNU6-1210P,17148
MIR3156-2,MIR3156-2,17149
LINC01906,LINC01906,17149
FGF7P1,FGF7P1,17149
LINC01443,LINC01443,17149
LINC01444,LINC01444,17150
BNIP3P3,BNIP3P3,17151
RNU6-721P,RNU6-721P,17151
ROCK1,ROCK1,17151
RNU6-120P,RNU6-120P,17152
EXOGP1,EXOGP1,17153
GREB1L-DT,GREB1L-DT,17153
GREB1L,GREB1L,17153
ESCO1,ESCO1,17155
SNRPD1,SNRPD1,17156
ABHD3,ABHD3,17156
MIR320C1,MIR320C1,17156
MIB1,MIB1,17156
RN7SL233P,RN7SL233P,17157
MIR133A1HG,MIR133A1HG,17157
MIR133A1,MIR133A1,17157
MIR1-2,MIR1-2,17157
RNU6-1038P,RNU6-1038P,17158
RNA5SP451,RNA5SP451,17158
LINC01900,LINC01900,17158
RNU6ATAC20P,RNU6ATAC20P,17159
GATA6-AS1,GATA6-AS1,17160
GATA6,GATA6,17160
RNU6-702P,RNU6-702P,17160
CTAGE1,CTAGE1,17162
ATP7BP1,ATP7BP1,17162
RPS4XP18,RPS4XP18,17163
RNU6-1032P,RNU6-1032P,17163
RBBP8,RBBP8,17164
UBE2CP2,UBE2CP2,17165
MIR4741,MIR4741,17165
RN7SL745P,RN7SL745P,17166
CABLES1,CABLES1,17167
TMEM241,TMEM241,17167
RIOK3,RIOK3,17169
RMC1,RMC1,17169
NPC1,NPC1,17169
ANKRD29,ANKRD29,17170
RPS10P27,RPS10P27,17171
LAMA3,LAMA3,17171
RPL23AP77,RPL23AP77,17171
LINC02958,LINC02958,17173
TTC39C,TTC39C,17173
TTC39C-AS1,TTC39C-AS1,17173
RNU5A-6P,RNU5A-6P,17174
CABYR,CABYR,17174
OSBPL1A,OSBPL1A,17174
RNA5SP452,RNA5SP452,17174
RNU6-435P,RNU6-435P,17175
MIR320C2,MIR320C2,17175
IMPACT,IMPACT,17176
HRH4,HRH4,17176
EIF4A3P1,EIF4A3P1,17177
LINC01915,LINC01915,17177
RAC1P1,RAC1P1,17178
PPIAP57,PPIAP57,17178
LINC01894,LINC01894,17180
WBP2P1,WBP2P1,17180
ZNF521,ZNF521,17181
RN7SL97P,RN7SL97P,17186
SS18,SS18,17188
RPS24P18,RPS24P18,17188
PSMA8,PSMA8,17188
DHFRP1,DHFRP1,17189
NPM1P2,NPM1P2,17189
TAF4B,TAF4B,17189
SINHCAFP1,SINHCAFP1,17189
RNU6-1289P,RNU6-1289P,17190
LINC01543,LINC01543,17191
KCTD1,KCTD1,17191
MIR8057,MIR8057,17192
CIAPIN1P,CIAPIN1P,17192
AQP4-AS1,AQP4-AS1,17192
PCAT18,PCAT18,17192
AQP4,AQP4,17194
CHST9,CHST9,17194
ATP6V1E1P2,ATP6V1E1P2,17194
LINC01908,LINC01908,17196
UBA52P9,UBA52P9,17197
RBM22P1,RBM22P1,17198
PA2G4P3,PA2G4P3,17198
CDH2,CDH2,17201
ARIH2P1,ARIH2P1,17207
RNU6-408P,RNU6-408P,17209
MIR302F,MIR302F,17218
RNU6-857P,RNU6-857P,17223
DSC3,DSC3,17223
DSC2,DSC2,17224
DSCAS,DSCAS,17224
DSC1,DSC1,17225
DSG1,DSG1,17226
DSG1-AS1,DSG1-AS1,17226
RNU6-167P,RNU6-167P,17226
DSG4,DSG4,17226
DSG3,DSG3,17227
DSG2,DSG2,17227
DSG2-AS1,DSG2-AS1,17228
TTR,TTR,17228
B4GALT6,B4GALT6,17228
RN7SKP44,RN7SKP44,17229
LRRC37A7P,LRRC37A7P,17229
SLC25A52,SLC25A52,17229
TRAPPC8,TRAPPC8,17230
RNU6-1050P,RNU6-1050P,17230
PGDP1,PGDP1,17231
RNF125,RNF125,17231
RNF138,RNF138,17231
GAREM1,GAREM1,17232
RNA5SP453,RNA5SP453,17232
MEP1B,MEP1B,17232
CLUHP6,CLUHP6,17232
HNRNPA1P7,HNRNPA1P7,17234
WBP11P1,WBP11P1,17235
KLHL14,KLHL14,17236
CCDC178,CCDC178,17238
ASXL3-DT,ASXL3-DT,17242
ASXL3,ASXL3,17242
NOL4,NOL4,17244
DTNA,DTNA,17249
MAPRE2,MAPRE2,17252
ZNF397,ZNF397,17254
ZSCAN30,ZSCAN30,17254
ZNF271P,ZNF271P,17254
ZNF24,ZNF24,17255
ZNF396,ZNF396,17255
RPL7AP67,RPL7AP67,17255
ZNF24TR,ZNF24TR,17256
INO80C,INO80C,17256
GALNT1,GALNT1,17257
MIR3975,MIR3975,17257
NRBF2P1,NRBF2P1,17258
MIR187,MIR187,17259
MIR3929,MIR3929,17259
C18orf21,C18orf21,17259
RPRD1A,RPRD1A,17259
SLC39A6,SLC39A6,17260
ELP2,ELP2,17261
COSMOC,COSMOC,17261
MOCOS,MOCOS,17261
FHOD3,FHOD3,17262
TPGS2,TPGS2,17265
KIAA1328,KIAA1328,17266
CELF4,CELF4,17269
MIR4318,MIR4318,17272
RPL12P40,RPL12P40,17272
RN7SKP182,RN7SKP182,17281
RNU6-706P,RNU6-706P,17282
MIR924HG,MIR924HG,17283
RPL7AP66,RPL7AP66,17284
MIR924,MIR924,17286
MIR5583-2,MIR5583-2,17286
MIR5583-1,MIR5583-1,17286
RNU6-1242P,RNU6-1242P,17286
LINC01901,LINC01901,17287
LINC01902,LINC01902,17287
LINC01477,LINC01477,17289
RPL17P45,RPL17P45,17290
NPM1P1,NPM1P1,17301
PIK3C3,PIK3C3,17303
LINC00907,LINC00907,17304
RNA5SP454,RNA5SP454,17305
RIT2,RIT2,17308
SYT4,SYT4,17312
RNA5SP455,RNA5SP455,17318
LINC01478,LINC01478,17319
KRT8P5,KRT8P5,17320
MLECP1,MLECP1,17321
SETBP1-DT,SETBP1-DT,17322
SETBP1,SETBP1,17322
MIR4319,MIR4319,17324
SLC14A2,SLC14A2,17326
SLC14A2-AS1,SLC14A2-AS1,17328
SLC14A1,SLC14A1,17330
EPG5,EPG5,17330
SIGLEC15,SIGLEC15,17331
PSTPIP2,PSTPIP2,17332
RN7SKP26,RN7SKP26,17332
RNY4P37,RNY4P37,17332
ATP5F1A,ATP5F1A,17332
HAUS1,HAUS1,17333
RNU6-1278P,RNU6-1278P,17333
C18orf25,C18orf25,17333
RNF165,RNF165,17334
LOXHD1,LOXHD1,17335
ST8SIA5,ST8SIA5,17337
ST8SIA5-DT,ST8SIA5-DT,17337
PIAS2,PIAS2,17338
KATNAL2,KATNAL2,17339
ELOA3DP,ELOA3DP,17339
ELOA3CP,ELOA3CP,17339
ELOA3BP,ELOA3BP,17339
ELOA3P,ELOA3P,17339
ELOA2,ELOA2,17339
HDHD2,HDHD2,17339
IER3IP1,IER3IP1,17340
SKOR2,SKOR2,17340
RNU6-1131P,RNU6-1131P,17340
MIR4527HG,MIR4527HG,17341
MIR4527,MIR4527,17341
TPMTP1,TPMTP1,17343
SMAD2,SMAD2,17344
MTCO2P2,MTCO2P2,17345
ZBTB7C,ZBTB7C,17346
ZBTB7C-AS1,ZBTB7C-AS1,17347
RNU6-708P,RNU6-708P,17347
ZBTB7C-AS2,ZBTB7C-AS2,17348
RNA5SP456,RNA5SP456,17349
POLR3GP2,POLR3GP2,17349
CTIF,CTIF,17350
MIR4743,MIR4743,17351
SMAD7,SMAD7,17353
DYM-AS1,DYM-AS1,17353
DYM,DYM,17353
MIR4744,MIR4744,17353
PRR13P4,PRR13P4,17356
C18orf32,C18orf32,17356
RPL17-C18orf32,RPL17-C18orf32,17357
MIR1539,MIR1539,17357
RPL17,RPL17,17357
SNORD58C,SNORD58C,17357
SNORD58A,SNORD58A,17357
SNORD58B,SNORD58B,17357
SRP72P1,SRP72P1,17357
